id,brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,#_owner_children
2390,Maruti,2009,250000,62000,Petrol,Dealer,Manual,Second Owner,5
2391,Hyundai,2007,135000,85000,Petrol,Dealer,Manual,First Owner,1
2392,Chevrolet,2010,110000,73000,Petrol,Individual,Manual,First Owner,5
2393,Maruti,2012,350000,55000,Diesel,Dealer,Manual,First Owner,4
2394,Maruti,2016,240000,5800,Petrol,Individual,Manual,Second Owner,2
2395,Toyota,2009,350000,350000,Diesel,Individual,Manual,First Owner,1
2396,Maruti,2018,600000,30000,Petrol,Individual,Manual,First Owner,3
2397,Maruti,2018,750000,20000,Diesel,Individual,Manual,First Owner,4
2398,Hyundai,2018,270000,20000,Petrol,Individual,Manual,First Owner,4
2399,Maruti,2007,90000,100000,Petrol,Individual,Manual,Second Owner,0
2400,Maruti,2013,350000,65000,Petrol,Individual,Manual,First Owner,4
2401,Ford,2013,285000,90000,Diesel,Individual,Manual,Second Owner,3
2402,Toyota,2011,665000,267000,Diesel,Individual,Manual,Second Owner,5
2403,Mahindra,2005,175000,250000,Diesel,Individual,Manual,Second Owner,3
2404,Mahindra,2011,350000,140000,Diesel,Individual,Manual,Second Owner,3
2405,Honda,2018,1225000,22000,Petrol,Dealer,Automatic,First Owner,3
2406,Honda,2010,285000,60000,Petrol,Dealer,Manual,Second Owner,3
2407,Honda,2018,1000000,28635,Petrol,Dealer,Manual,First Owner,0
2408,Honda,2018,780000,32114,Diesel,Dealer,Manual,First Owner,2
2409,Maruti,2014,300000,82000,Petrol,Dealer,Manual,Second Owner,1
2410,Maruti,2006,160000,95149,Petrol,Dealer,Manual,Second Owner,2
2411,Honda,2018,625000,68458,Petrol,Dealer,Manual,First Owner,5
2412,Maruti,2010,265000,42000,Petrol,Individual,Manual,First Owner,5
2413,Honda,2014,515000,90000,Diesel,Individual,Manual,Second Owner,3
2414,Hyundai,2016,210000,30000,Petrol,Individual,Manual,First Owner,2
2415,Maruti,2009,140000,80000,Petrol,Individual,Manual,Second Owner,1
2416,Toyota,2015,940000,128000,Diesel,Individual,Manual,First Owner,5
2417,Nissan,2013,750000,80000,Diesel,Individual,Manual,First Owner,2
2418,Maruti,2016,610000,100000,Diesel,Individual,Manual,First Owner,1
2419,Nissan,2015,450000,50000,Diesel,Individual,Manual,First Owner,3
2420,Toyota,2012,409999,56000,Diesel,Individual,Manual,First Owner,4
2421,Hyundai,2018,100000,21302,Petrol,Individual,Manual,First Owner,0
2422,Hyundai,2016,650000,100000,Diesel,Individual,Manual,First Owner,0
2423,Mahindra,2017,650000,80000,Diesel,Individual,Manual,First Owner,4
2424,Hyundai,2010,150000,105546,Petrol,Individual,Manual,First Owner,3
2425,Toyota,2018,500000,10000,Petrol,Individual,Manual,First Owner,4
2426,Toyota,2012,1000000,80000,Diesel,Individual,Manual,Second Owner,2
2427,Hyundai,2013,340000,35000,Petrol,Individual,Manual,First Owner,0
2428,Hyundai,2019,800000,11240,Petrol,Individual,Manual,First Owner,5
2429,Toyota,2013,1010000,120000,Diesel,Individual,Manual,First Owner,3
2430,Toyota,2011,350000,120000,Diesel,Individual,Manual,Third Owner,0
2431,Maruti,2016,595000,70000,Diesel,Individual,Manual,First Owner,1
2432,Mahindra,2014,700000,130000,Diesel,Individual,Manual,Third Owner,4
2433,Renault,2019,265000,40000,Petrol,Individual,Manual,First Owner,5
2434,Maruti,2015,320000,60000,Petrol,Individual,Manual,Second Owner,3
2435,Honda,2011,310000,110000,Petrol,Individual,Manual,First Owner,5
2436,Honda,2014,700000,130000,Diesel,Individual,Manual,First Owner,1
2437,Maruti,2009,130000,80000,Petrol,Individual,Manual,Second Owner,3
2438,Maruti,2009,150000,120000,Diesel,Individual,Manual,Second Owner,2
2439,Honda,2015,300000,104000,Diesel,Individual,Manual,Second Owner,5
2440,Maruti,2011,150000,100000,Petrol,Individual,Manual,Second Owner,1
2441,Honda,2003,120000,132343,Petrol,Individual,Manual,Second Owner,0
2442,Hyundai,2016,950000,90000,Diesel,Individual,Manual,Second Owner,0
2443,Maruti,2007,100000,60000,Petrol,Individual,Manual,Second Owner,4
2444,Honda,2015,450000,76000,Diesel,Individual,Manual,First Owner,3
2445,Maruti,2004,30000,60000,Petrol,Individual,Manual,Third Owner,3
2446,Mahindra,2009,200000,30000,Petrol,Individual,Manual,Second Owner,1
2447,Tata,2010,250000,96000,Diesel,Individual,Manual,Second Owner,1
2448,Mahindra,2018,1300000,10000,Diesel,Individual,Manual,First Owner,4
2449,Toyota,2017,425000,36000,Diesel,Dealer,Manual,First Owner,4
2450,Honda,2017,550000,12997,Diesel,Dealer,Manual,First Owner,5
2451,Maruti,2017,500000,40000,Petrol,Individual,Automatic,First Owner,5
2452,Hyundai,2018,1150000,26430,Diesel,Dealer,Manual,First Owner,2
2453,Maruti,2015,475000,24600,Petrol,Dealer,Manual,First Owner,0
2454,Maruti,2011,260000,28481,Petrol,Dealer,Manual,First Owner,3
2455,Ford,2013,350000,100000,Petrol,Individual,Manual,First Owner,3
2456,Mahindra,2013,750000,41988,Diesel,Dealer,Manual,First Owner,1
2457,Maruti,2009,180000,30375,Petrol,Dealer,Manual,First Owner,4
2458,Renault,2017,350000,7658,Petrol,Dealer,Automatic,First Owner,5
2459,Maruti,2017,611000,34400,Diesel,Dealer,Manual,First Owner,1
2460,Renault,2017,325000,18500,Petrol,Dealer,Manual,First Owner,5
2461,Maruti,2015,280000,26134,Petrol,Dealer,Manual,First Owner,2
2462,Maruti,2014,300000,28942,Petrol,Dealer,Automatic,First Owner,1
2463,Mahindra,2012,711000,53600,Diesel,Dealer,Manual,First Owner,3
2464,Toyota,2015,851000,53652,Diesel,Dealer,Manual,First Owner,2
2465,Maruti,2011,260000,52895,Diesel,Dealer,Manual,First Owner,2
2466,Hyundai,2013,550000,42324,Diesel,Dealer,Manual,Second Owner,1
2467,Mahindra,2016,1044999,65000,Diesel,Dealer,Manual,First Owner,5
2468,Mahindra,2012,550000,60236,Diesel,Dealer,Manual,First Owner,3
2469,Maruti,2014,210000,70000,Petrol,Individual,Manual,Second Owner,4
2470,Maruti,2014,210000,70000,Petrol,Individual,Manual,Third Owner,4
2471,Mahindra,2009,290000,100000,Diesel,Individual,Manual,Second Owner,3
2472,Fiat,2008,250999,110000,Diesel,Individual,Manual,First Owner,0
2473,Renault,2019,600000,10300,Petrol,Individual,Manual,First Owner,0
2474,Fiat,2014,270000,120000,Diesel,Individual,Manual,Second Owner,4
2475,Tata,2012,550000,142000,Diesel,Individual,Manual,First Owner,3
2476,Mahindra,2017,800000,25000,Diesel,Individual,Manual,First Owner,5
2477,Tata,2020,500000,5000,Petrol,Individual,Manual,First Owner,5
2478,Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner,4
2479,Hyundai,2016,396000,28643,Petrol,Dealer,Manual,First Owner,5
2480,Honda,2014,600000,50000,Diesel,Individual,Manual,First Owner,2
2481,Maruti,2019,575000,30000,Petrol,Dealer,Manual,First Owner,5
2482,Hyundai,2020,520000,5000,Petrol,Individual,Manual,First Owner,0
2483,Mahindra,2018,1400000,30000,Diesel,Individual,Automatic,First Owner,5
2484,Maruti,2018,600000,7600,Petrol,Individual,Automatic,First Owner,2
2485,Chevrolet,2013,195000,47253,Diesel,Dealer,Manual,First Owner,1
2486,Maruti,2015,281000,4432,Petrol,Dealer,Automatic,Second Owner,1
2487,Tata,2010,75000,110000,Petrol,Individual,Manual,Second Owner,4
2488,Hyundai,2014,400000,25000,Petrol,Individual,Manual,First Owner,0
2489,Tata,2009,93000,70000,Diesel,Individual,Manual,Second Owner,0
2490,Hyundai,2016,560000,68523,Petrol,Dealer,Manual,First Owner,1
2491,Hyundai,2019,400000,5000,Petrol,Individual,Manual,First Owner,2
2492,Tata,2018,459999,40000,Petrol,Individual,Manual,First Owner,0
2493,Hyundai,2017,450000,43000,Diesel,Individual,Manual,First Owner,1
2494,Maruti,2010,88000,80251,CNG,Dealer,Manual,Second Owner,1
2495,Hyundai,2010,250000,34500,Petrol,Individual,Manual,Second Owner,4
2496,Ford,2000,22000,42743,Petrol,Dealer,Manual,Third Owner,2
2497,Chevrolet,2013,130000,93900,Diesel,Individual,Manual,Second Owner,1
2498,Maruti,2004,79000,80000,Petrol,Individual,Manual,First Owner,5
2499,Chevrolet,2012,120000,110000,Diesel,Individual,Manual,First Owner,2
2500,BMW,2011,1700000,100000,Diesel,Individual,Automatic,Second Owner,4
2501,Chevrolet,2012,300000,25000,Diesel,Individual,Manual,First Owner,4
2502,Chevrolet,2012,300000,25000,Diesel,Individual,Manual,First Owner,4
2503,Maruti,2009,145000,25000,Petrol,Individual,Manual,First Owner,4
2504,Ford,2019,3200000,20000,Diesel,Individual,Automatic,First Owner,0
2505,Chevrolet,2013,240000,10000,Petrol,Individual,Manual,First Owner,3
2506,Honda,2018,700000,30000,Diesel,Individual,Manual,First Owner,3
2507,Hyundai,2010,145000,110000,Petrol,Individual,Manual,Second Owner,2
2508,Maruti,2014,535000,80000,Diesel,Individual,Manual,Second Owner,2
2509,Mahindra,2016,420000,21000,Petrol,Individual,Manual,First Owner,1
2510,Maruti,2016,350000,20000,Petrol,Individual,Manual,First Owner,0
2511,Maruti,2015,550000,32000,Diesel,Individual,Manual,First Owner,5
2512,Mitsubishi,2007,750000,180000,Diesel,Individual,Manual,First Owner,3
2513,Tata,2012,198000,70000,Diesel,Individual,Manual,Second Owner,0
2514,Hyundai,2013,420000,50000,Diesel,Individual,Manual,First Owner,0
2515,Hyundai,2013,420000,50000,Diesel,Individual,Manual,First Owner,5
2516,Ford,2004,195000,120000,Diesel,Individual,Manual,First Owner,3
2517,Hyundai,2012,150000,55766,Petrol,Individual,Manual,Second Owner,2
2518,Nissan,2011,275000,40000,Petrol,Individual,Manual,Second Owner,5
2519,Maruti,2001,65000,60000,Petrol,Individual,Manual,Third Owner,0
2520,Maruti,2008,200000,50000,Petrol,Individual,Manual,First Owner,5
2521,Maruti,2010,250000,110000,Diesel,Individual,Manual,Second Owner,5
2522,Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner,3
2523,Maruti,2018,590000,26350,Diesel,Dealer,Manual,First Owner,5
2524,Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner,4
2525,Tata,2015,225000,68745,Diesel,Dealer,Manual,First Owner,0
2526,Maruti,2006,165000,132000,Petrol,Individual,Manual,First Owner,5
2527,Mahindra,2019,860000,35000,Diesel,Individual,Manual,First Owner,1
2528,Mahindra,2016,900000,47000,Diesel,Individual,Manual,First Owner,5
2529,Tata,2013,182000,100000,Diesel,Individual,Manual,First Owner,0
2530,Tata,2010,100000,80000,Diesel,Individual,Manual,First Owner,4
2531,Hyundai,2006,100000,40000,Petrol,Individual,Manual,Second Owner,4
2532,Maruti,2017,375000,27289,Petrol,Dealer,Automatic,First Owner,5
2533,Tata,2018,525000,10980,Petrol,Dealer,Automatic,First Owner,2
2534,Hyundai,2016,320000,24662,Petrol,Dealer,Manual,First Owner,0
2535,Maruti,2013,525000,37000,Diesel,Dealer,Manual,First Owner,5
2536,Nissan,2014,650000,28245,Diesel,Dealer,Manual,First Owner,3
2537,Hyundai,2017,575000,27005,Diesel,Dealer,Manual,First Owner,2
2538,Hyundai,2014,355000,39227,Petrol,Dealer,Manual,First Owner,0
2539,Mahindra,2016,470000,31367,Diesel,Dealer,Manual,First Owner,2
2540,Maruti,2008,221000,35008,Petrol,Dealer,Manual,First Owner,4
2541,Hyundai,2009,195000,27005,Petrol,Dealer,Manual,First Owner,3
2542,Maruti,2001,85000,86000,Petrol,Individual,Manual,Second Owner,1
2543,Maruti,2013,400000,50000,Diesel,Individual,Manual,First Owner,2
2544,Maruti,2017,650000,20000,Diesel,Individual,Manual,First Owner,3
2545,Hyundai,2010,400000,50000,Petrol,Individual,Manual,First Owner,1
2546,Tata,2012,295000,80000,Diesel,Individual,Manual,Second Owner,3
2547,Maruti,2006,60000,135000,LPG,Individual,Manual,Fourth & Above Owner,4
2548,Maruti,2003,110000,120000,Diesel,Individual,Manual,Third Owner,2
2549,Fiat,2015,550000,113600,Diesel,Individual,Manual,First Owner,2
2550,Hyundai,2008,190000,70000,Petrol,Individual,Manual,Third Owner,5
2551,Ford,2018,861999,20000,Diesel,Dealer,Manual,First Owner,3
2552,Ford,2018,782000,14000,Petrol,Dealer,Manual,First Owner,0
2553,Ford,2018,836000,26000,Diesel,Dealer,Manual,First Owner,1
2554,Honda,2016,696000,138925,Petrol,Dealer,Manual,First Owner,3
2555,Honda,2016,596000,121764,Diesel,Dealer,Manual,First Owner,1
2556,Honda,2016,612000,105429,Petrol,Dealer,Manual,First Owner,3
2557,Maruti,2015,114999,35000,Petrol,Individual,Manual,First Owner,3
2558,Tata,2017,340000,60000,Diesel,Individual,Manual,First Owner,5
2559,Maruti,2020,550000,5000,Petrol,Individual,Manual,First Owner,2
2560,Chevrolet,2008,114999,70000,Petrol,Individual,Manual,Third Owner,3
2561,Maruti,2000,105000,80000,Petrol,Individual,Manual,First Owner,5
2562,Maruti,2019,890000,20000,Diesel,Individual,Manual,First Owner,0
2563,Tata,2019,715000,8000,Petrol,Individual,Manual,First Owner,2
2564,Hyundai,2014,525000,54000,Petrol,Dealer,Manual,Second Owner,3
2565,Volkswagen,2012,735000,55300,Diesel,Dealer,Automatic,First Owner,5
2566,Honda,2016,495000,11958,Petrol,Dealer,Manual,First Owner,1
2567,Hyundai,2017,1025000,9000,Petrol,Dealer,Manual,First Owner,5
2568,Mahindra,2015,750000,70000,Diesel,Individual,Manual,First Owner,4
2569,Renault,2013,600000,120000,Diesel,Individual,Manual,First Owner,0
2570,Hyundai,2014,475000,23122,Petrol,Dealer,Manual,Second Owner,0
2571,Hyundai,2007,80000,58000,Petrol,Dealer,Manual,Second Owner,4
2572,Mahindra,2013,325000,62200,Diesel,Dealer,Manual,First Owner,3
2573,Audi,2014,1470000,34000,Diesel,Dealer,Automatic,Second Owner,5
2574,Fiat,2015,350000,53000,Diesel,Individual,Manual,Second Owner,3
2575,Audi,2013,2800000,49000,Diesel,Dealer,Automatic,First Owner,3
2576,Datsun,2017,210000,15000,Petrol,Dealer,Manual,Second Owner,3
2577,Chevrolet,2012,349000,44500,Diesel,Dealer,Manual,Second Owner,3
2578,Volkswagen,2013,450000,50000,Petrol,Individual,Manual,First Owner,4
2579,Audi,2013,1150000,53000,Diesel,Dealer,Automatic,First Owner,3
2580,Honda,2009,210000,63500,Petrol,Dealer,Automatic,First Owner,1
2581,Mercedes-Benz,2018,4500000,9800,Petrol,Dealer,Automatic,First Owner,5
2582,Volkswagen,2017,825000,13599,Petrol,Dealer,Automatic,First Owner,2
2583,BMW,2017,2750000,13000,Diesel,Individual,Automatic,First Owner,2
2584,Chevrolet,2012,160000,110000,Diesel,Individual,Manual,First Owner,0
2585,Mahindra,2014,550000,100000,Diesel,Individual,Manual,Second Owner,0
2586,Maruti,2006,95000,110000,Petrol,Individual,Manual,Third Owner,5
2587,Toyota,2014,725000,90000,Diesel,Individual,Manual,Second Owner,1
2588,Tata,2019,670000,17000,Petrol,Individual,Manual,First Owner,2
2589,Maruti,2008,65000,140000,Petrol,Individual,Manual,First Owner,3
2590,Mahindra,2015,500000,50000,Diesel,Individual,Manual,Second Owner,1
2591,Mahindra,2017,600000,53000,Petrol,Individual,Manual,First Owner,4
2592,Maruti,2017,350000,70000,Petrol,Individual,Manual,Second Owner,4
2593,Chevrolet,2012,200000,70000,Diesel,Individual,Manual,Second Owner,1
2594,Hyundai,2008,110000,154000,Diesel,Individual,Manual,Third Owner,2
2595,Hyundai,2012,150000,80000,Petrol,Individual,Manual,First Owner,5
2596,Maruti,2003,75000,110000,Diesel,Individual,Manual,Second Owner,4
2597,Honda,2013,350000,90000,Diesel,Individual,Manual,Second Owner,5
2598,Toyota,2018,1700000,15000,Diesel,Individual,Manual,First Owner,2
2599,BMW,2011,890000,86000,Diesel,Individual,Automatic,Second Owner,3
2600,Mahindra,2014,500000,120000,Diesel,Individual,Manual,First Owner,1
2601,Hyundai,2019,600000,5200,Petrol,Individual,Manual,First Owner,3
2602,Chevrolet,2010,99000,60000,Petrol,Individual,Manual,Second Owner,0
2603,Hyundai,2011,235000,46000,Petrol,Individual,Manual,First Owner,2
2604,Tata,2006,75000,40000,Petrol,Individual,Manual,Second Owner,1
2605,Honda,2014,600000,90000,Diesel,Individual,Manual,Second Owner,0
2606,Hyundai,2019,1000000,25000,Diesel,Individual,Manual,Second Owner,1
2607,Hyundai,2012,390000,90000,Diesel,Individual,Manual,First Owner,1
2608,Volkswagen,2015,600000,70000,Diesel,Individual,Manual,First Owner,4
2609,Hyundai,2017,600000,70000,Petrol,Individual,Manual,Second Owner,3
2610,Hyundai,2019,730000,35000,Diesel,Individual,Manual,Second Owner,5
2611,Hyundai,2017,450000,12700,Petrol,Individual,Automatic,First Owner,4
2612,Maruti,2011,250000,80000,Diesel,Individual,Manual,First Owner,1
2613,Mahindra,2018,1400000,20000,Diesel,Individual,Manual,First Owner,2
2614,Renault,2018,300000,20000,Petrol,Individual,Manual,First Owner,0
2615,Ford,2017,800000,19000,Petrol,Individual,Manual,First Owner,4
2616,Fiat,2009,125000,95000,Diesel,Individual,Manual,Second Owner,1
2617,BMW,2019,2600000,9500,Diesel,Individual,Automatic,First Owner,1
2618,Skoda,2012,300000,50000,Petrol,Individual,Manual,First Owner,4
2619,Volkswagen,2012,295000,90000,Diesel,Individual,Manual,First Owner,0
2620,Ford,2013,650000,45839,Petrol,Dealer,Manual,First Owner,3
2621,Chevrolet,2010,200000,74510,Petrol,Dealer,Manual,First Owner,4
2622,Chevrolet,2009,130000,87293,Petrol,Dealer,Manual,First Owner,1
2623,Ford,2012,250000,156040,Diesel,Dealer,Manual,First Owner,0
2624,Ford,2004,400000,93415,Diesel,Dealer,Manual,First Owner,5
2625,Ford,2017,430000,101159,Petrol,Dealer,Manual,First Owner,4
2626,Hyundai,2015,170000,80000,Petrol,Individual,Manual,Second Owner,0
2627,Tata,2019,450000,12000,Petrol,Individual,Manual,First Owner,0
2628,Maruti,2013,350000,90000,Petrol,Individual,Manual,First Owner,1
2629,Chevrolet,2011,130000,68519,Petrol,Dealer,Manual,First Owner,2
2630,Chevrolet,2012,180000,55130,Diesel,Dealer,Manual,First Owner,4
2631,Ford,2014,475000,65239,Petrol,Dealer,Manual,First Owner,1
2632,Volkswagen,2015,470000,58182,Petrol,Dealer,Manual,First Owner,2
2633,Ford,2012,200000,91245,Diesel,Dealer,Manual,First Owner,3
2634,Mahindra,2013,650000,102989,Diesel,Dealer,Manual,First Owner,0
2635,Honda,2010,400000,50000,Petrol,Individual,Manual,First Owner,0
2636,Maruti,2000,100000,120000,Petrol,Individual,Manual,First Owner,2
2637,Maruti,2014,409999,90000,Diesel,Individual,Manual,First Owner,3
2638,Maruti,2018,640000,25000,Diesel,Individual,Manual,First Owner,2
2639,Maruti,2007,160000,80000,Petrol,Individual,Manual,Second Owner,2
2640,Tata,2013,182000,100000,Diesel,Individual,Manual,First Owner,1
2641,Maruti,2018,750000,70000,Diesel,Individual,Manual,First Owner,0
2642,Mahindra,2002,150000,50000,Diesel,Individual,Manual,Third Owner,1
2643,Maruti,2008,80000,100000,Petrol,Individual,Manual,Second Owner,0
2644,Maruti,2016,240000,90000,Diesel,Individual,Manual,Third Owner,3
2645,Maruti,2005,60000,60000,Petrol,Individual,Manual,Third Owner,0
2646,Maruti,2007,70000,120000,Petrol,Individual,Manual,Third Owner,3
2647,Volkswagen,2008,285000,90000,Diesel,Individual,Automatic,Second Owner,1
2648,Maruti,2015,350000,60000,Diesel,Individual,Manual,Second Owner,0
2649,Hyundai,2015,699000,30000,Diesel,Individual,Manual,Second Owner,1
2650,Ford,2011,275000,108000,Diesel,Individual,Manual,Second Owner,5
2651,Hyundai,2012,350000,160000,Diesel,Individual,Manual,Second Owner,3
2652,Maruti,2006,135000,90000,Petrol,Individual,Manual,Third Owner,4
2653,Mahindra,2010,325000,120000,Diesel,Individual,Manual,Third Owner,5
2654,Mahindra,2012,650000,102000,Diesel,Individual,Manual,Second Owner,0
2655,Mahindra,2009,300000,178000,Diesel,Individual,Manual,Second Owner,1
2656,Toyota,2014,1200000,200000,Diesel,Individual,Manual,Second Owner,2
2657,Ford,2012,450000,60000,Petrol,Dealer,Manual,First Owner,3
2658,Tata,2019,425000,3000,Petrol,Individual,Manual,First Owner,1
2659,Maruti,2006,150000,75118,Petrol,Individual,Manual,Second Owner,0
2660,Maruti,2013,290000,140000,Diesel,Individual,Manual,Second Owner,3
2661,Hyundai,2014,335000,60000,Petrol,Individual,Manual,Second Owner,0
2662,Chevrolet,2006,120000,79000,Petrol,Dealer,Manual,Fourth & Above Owner,1
2663,Ford,2005,20000,25000,Petrol,Individual,Manual,Second Owner,1
2664,Hyundai,2005,250000,70000,Petrol,Individual,Manual,First Owner,0
2665,Hyundai,2008,120000,41723,Petrol,Individual,Manual,Second Owner,5
2666,Maruti,2010,250000,70000,Petrol,Individual,Manual,First Owner,2
2667,Tata,2012,220000,70000,Diesel,Individual,Manual,Second Owner,4
2668,Ford,2005,61000,4637,Petrol,Individual,Manual,Second Owner,3
2669,Maruti,2016,620000,70000,Diesel,Individual,Manual,First Owner,3
2670,Maruti,2014,425000,100000,Diesel,Individual,Manual,Second Owner,3
2671,Tata,2009,85000,120000,Diesel,Individual,Manual,Second Owner,5
2672,Maruti,2015,270000,40000,Diesel,Individual,Manual,Second Owner,2
2673,Maruti,2009,180000,220000,Diesel,Individual,Manual,First Owner,1
2674,Renault,2018,300000,20000,Petrol,Individual,Manual,First Owner,0
2675,Ford,2017,800000,19000,Petrol,Individual,Manual,First Owner,0
2676,Fiat,2009,125000,95000,Diesel,Individual,Manual,Second Owner,2
2677,Mahindra,2017,450000,30000,Petrol,Individual,Manual,First Owner,0
2678,Tata,2012,450000,42655,Diesel,Individual,Manual,First Owner,3
2679,Renault,2017,250000,43000,Petrol,Individual,Manual,Second Owner,0
2680,Toyota,2012,725000,70000,Diesel,Individual,Manual,First Owner,4
2681,Hyundai,2010,250000,55000,Petrol,Individual,Manual,First Owner,1
2682,Fiat,2010,99000,80000,Diesel,Individual,Manual,Second Owner,4
2683,Renault,2017,350000,55000,Petrol,Individual,Manual,First Owner,2
2684,Hyundai,2018,511000,70000,Petrol,Individual,Manual,First Owner,4
2685,Maruti,2012,300000,80000,Diesel,Individual,Manual,First Owner,0
2686,Audi,2010,1100000,110000,Petrol,Individual,Automatic,First Owner,5
2687,Hyundai,2010,125000,60000,Petrol,Individual,Manual,Third Owner,3
2688,Tata,2018,500000,30000,Petrol,Individual,Manual,First Owner,4
2689,Renault,2013,385000,80000,Diesel,Individual,Manual,Second Owner,4
2690,Skoda,2012,350000,90000,Petrol,Individual,Manual,First Owner,4
2691,Maruti,2003,60000,50000,Petrol,Individual,Manual,First Owner,5
2692,Hyundai,2012,300000,50000,Petrol,Individual,Manual,First Owner,4
2693,Hyundai,2012,400000,70000,Diesel,Individual,Manual,First Owner,0
2694,Ford,2014,550000,110000,Diesel,Individual,Manual,First Owner,5
2695,Nissan,2012,300000,80000,Petrol,Individual,Manual,Second Owner,5
2696,Maruti,2012,250000,156000,Diesel,Individual,Manual,First Owner,5
2697,Toyota,2012,800000,180000,Diesel,Individual,Manual,First Owner,0
2698,Maruti,2018,300000,25000,Petrol,Individual,Manual,First Owner,2
2699,Maruti,2004,80000,120000,Petrol,Individual,Manual,First Owner,4
2700,Mahindra,2020,1200000,11000,Diesel,Individual,Manual,First Owner,2
2701,Renault,2017,355000,40000,Petrol,Individual,Automatic,First Owner,1
2702,Maruti,2015,520000,50000,Diesel,Individual,Manual,First Owner,4
2703,Hyundai,2012,500000,26000,Diesel,Individual,Manual,First Owner,0
2704,Maruti,2008,114999,30000,Petrol,Individual,Manual,First Owner,5
2705,Toyota,2014,1800000,50000,Diesel,Individual,Manual,First Owner,1
2706,Mahindra,2018,800000,20000,Diesel,Individual,Manual,First Owner,5
2707,Maruti,2008,105000,30000,Petrol,Individual,Manual,Second Owner,1
2708,Maruti,2011,135000,78000,Petrol,Individual,Manual,First Owner,1
2709,Maruti,2011,170000,40000,Petrol,Individual,Manual,Second Owner,2
2710,Hyundai,2014,550000,100000,Petrol,Individual,Manual,First Owner,4
2711,Honda,2009,250000,70000,Petrol,Individual,Manual,Third Owner,0
2712,Hyundai,2014,650000,30000,Diesel,Individual,Manual,Second Owner,4
2713,Honda,2008,210000,77000,Petrol,Individual,Automatic,Third Owner,2
2714,Volkswagen,2011,260000,150000,Diesel,Individual,Manual,First Owner,4
2715,Maruti,2016,750000,69000,Diesel,Individual,Manual,First Owner,5
2716,Toyota,2016,1350000,120000,Diesel,Individual,Automatic,First Owner,4
2717,Maruti,2012,220000,120000,Diesel,Individual,Manual,Second Owner,3
2718,Hyundai,2008,110000,110000,Petrol,Individual,Manual,Second Owner,4
2719,Mahindra,2017,1230000,70000,Diesel,Individual,Automatic,First Owner,5
2720,Mahindra,2013,220000,110000,Diesel,Individual,Manual,First Owner,3
2721,Tata,2009,130000,50000,Diesel,Individual,Manual,First Owner,1
2722,Hyundai,2012,330000,44000,Petrol,Individual,Manual,First Owner,4
2723,Honda,2010,254999,90000,Petrol,Individual,Manual,Second Owner,3
2724,Hyundai,2014,600000,50000,Petrol,Individual,Manual,Second Owner,0
2725,Hyundai,2012,210000,50000,Petrol,Individual,Manual,First Owner,5
2726,Chevrolet,2014,300000,146000,Diesel,Individual,Manual,First Owner,0
2727,Tata,2018,426000,15000,Petrol,Individual,Automatic,First Owner,0
2728,Maruti,2015,265000,60000,Petrol,Individual,Manual,First Owner,5
2729,Hyundai,2016,450000,35000,Petrol,Individual,Manual,Second Owner,5
2730,Hyundai,2012,480000,80000,Diesel,Individual,Manual,First Owner,5
2731,Tata,2010,40000,90000,Petrol,Individual,Manual,First Owner,4
2732,Honda,2011,395000,70000,Petrol,Individual,Manual,Second Owner,4
2733,Maruti,2013,229999,62000,Petrol,Individual,Manual,Second Owner,4
2734,Ford,2018,875000,10000,Petrol,Individual,Automatic,First Owner,5
2735,Maruti,2010,170000,80000,CNG,Individual,Manual,Fourth & Above Owner,0
2736,Hyundai,2015,500000,35000,Petrol,Individual,Manual,Second Owner,3
2737,Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner,2
2738,Mercedes-Benz,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner,2
2739,Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner,0
2740,BMW,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner,2
2741,Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner,4
2742,Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner,1
2743,Hyundai,2017,550000,19890,Petrol,Dealer,Automatic,First Owner,5
2744,Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,1
2745,Maruti,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,1
2746,Hyundai,2017,520000,10510,Petrol,Dealer,Automatic,First Owner,2
2747,Chevrolet,2016,239000,41000,Petrol,Dealer,Manual,First Owner,0
2748,Toyota,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,2
2749,Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,1
2750,Hyundai,2012,229999,49824,Petrol,Dealer,Manual,First Owner,3
2751,Audi,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner,1
2752,Hyundai,2005,80000,56580,Petrol,Dealer,Manual,First Owner,2
2753,Skoda,2012,385000,52000,Diesel,Dealer,Manual,First Owner,5
2754,Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,0
2755,Maruti,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,4
